,koi_period,koi_duration,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,label
1,2.204735365,3.88216,16.39,2025,6350,4.021,1.991,1
3,3.849371501,2.6605,13.1,2035,6244,3.657,2.992,1
5,1.334104268,3.0142,50.73,2166,6178,4.106,1.58,1
6,3.213668628,3.99355,4.14,1507,5781,4.105,1.533,1
7,1.160153243,1.4127,2,1752,5842,4.433,0.985,1
9,3.522498573,3.19061,14.83,1521,6225,4.169,1.451,1
12,1.763587569,3.18137,25.8,3560,9107,3.867,3.031,1
13,2.947375658,1.9659,5.89,2405,8090,4.002,2.234,1
14,3.012476803,3.0952,92.01,2290,8605,4.195,1.878,1
15,0.895278174,2.919,12.63,4255,8040,3.707,3.325,1
17,3.548465405,4.57705,15.28,1640,6290,4.074,1.746,1
18,1.203200978,1.9184,33.12,2124,6218,4.198,1.349,1
23,2.086076093,2.2881,7.7,1502,6129,4.425,0.929,1
26,1.141876914,3.97377,115.17,2182,6158,4.152,1.368,1
28,0.925588053,1.8353,45.27,6642,4094,1.627,24.488,1
43,1.633460327,3.6195,23.3,1749,6283,4.372,1.091,1
45,1.95108234,1.689,10.29,2007,5302,3.767,2.437,1
52,0.837491331,1.8076,1.45,1968,5627,4.342,1.056,1
66,2.154909039,3.1774,1.5,1726,6169,4.236,1.424,1
72,0.828206494,2.5558,3.95,2476,5826,4.031,1.624,1
81,1.735136026,2.27889,3.76,1664,5731,4.265,1.231,1
86,1.612249044,4.248,73.88,2567,6737,3.896,2.32,1
173,4.46454939,2.9386,3.46,1602,6093,3.91,1.985,1
206,0.708620008,1.5088,1.25,1915,5700,4.515,0.87,1
219,1.720861324,2.03459,12.53,1681,6195,4.407,1.124,1
220,1.485710952,2.2873,14.8,1561,5624,4.432,1.018,1
247,0.838597488,1.70499,31.69,2013,6253,4.503,0.927,1
258,1.824649322,4.2301,6.66,1508,6190,4.487,0.793,1
299,4.157439616,7.3664,41.54,1533,6535,4.161,1.552,1
319,1.281328525,0.9834,2.32,1565,5916,4.573,0.788,1
350,2.683396375,1.9112,3.06,1820,6953,4.23,1.465,1
363,2.976012156,3.4697,1.61,1548,5960,4.133,1.369,1
390,4.791802688,2.9597,145.9,1564,6492,4.023,1.763,1
395,1.089077452,2.4641,1.39,1913,6283,4.459,1.01,1
404,1.88897906,3.246,1.03,1717,6049,4.257,1.251,1
414,3.10763873,2.274,16.16,3961,4173,1.857,18.939,1
422,2.024145594,2.5008,1.98,1610,5726,4.219,1.243,1
439,1.827082299,1.95666,6.18,1876,5311,3.864,1.769,1
445,2.442944564,4.0701,72.02,1587,5657,4.121,1.428,1
460,1.411627993,1.0389,2.86,1941,6657,4.394,1.127,1
475,1.168310262,1.3106,1.47,1579,5509,4.487,0.857,1
521,1.575631547,2.56035,20.99,1578,6202,4.537,0.858,1
551,1.732345491,2.2254,1.27,1512,5988,4.507,0.934,1
577,1.576344561,3.1839,4.54,1796,5087,3.967,1.666,1
611,2.217038392,2.536,4.07,1699,6517,4.349,1.278,1
620,1.616883696,1.5845,2.54,1536,5417,4.325,1.066,1
638,1.583160256,1.1207,3.08,1619,6063,4.476,1.012,1
741,2.061907358,1.8687,1.66,1562,6020,4.356,1.093,1
747,0.638163204,1.1839,0.99,1876,5244,4.449,0.888,1
775,2.092269993,2.4458,1.48,1514,6085,4.417,1.005,1
783,1.208465026,1.5105,1.5,1768,6122,4.487,0.964,1
801,1.433338814,1.3332,2.08,1678,6077,4.471,0.999,1
816,1.31184443,1.7729,1.38,1539,5733,4.551,0.855,1
842,3.041547722,3.22892,61.24,1544,6431,4.293,1.295,1
850,1.125960707,1.416,1.59,2235,6617,4.278,1.319,1
855,1.90663182,3.1352,2.86,1631,6569,4.48,0.96,1
872,1.611887177,3.0391,1.09,1712,6110,4.377,1.109,1
885,0.566799895,3.8014,1.35,2196,5514,4.344,1.043,1
900,3.173917103,3.5066,2.95,1686,6440,4.136,1.653,1
903,3.275822621,2.9721,2.18,1527,6449,4.259,1.273,1
905,1.360834905,1.1515,3.24,1659,6215,4.543,0.872,1
915,3.032145588,3.6764,3.49,1641,6042,4.058,1.574,1
927,1.274844655,4.241,59.04,2497,5365,3.669,2.872,1
928,1.368617112,1.6128,1.88,2255,6561,4.14,1.584,1
930,1.012671503,3.0914,6.42,2336,6664,4.274,1.339,1
942,3.88689525,3.658,1.14,1533,6765,4.276,1.439,1
947,2.178150608,3.4936,31.9,1824,6821,4.302,1.294,1
949,1.621668504,1.7182,12.29,1599,6106,4.487,0.966,1
952,0.900376476,1.393,0.7,1912,5665,4.391,1.095,1
974,1.423799508,1.4964,5,1659,5962,4.464,1.019,1
980,1.260259094,1.8742,3.69,1570,5546,4.495,0.956,1
1063,1.433769219,1.8825,64.96,1777,6235,4.395,1.023,1
1067,0.444291923,2.144,10.34,1834,5243,4.674,0.635,1
1070,1.626629735,2.0254,447.32,1548,5735,4.41,0.973,1
1073,1.6255222,2.38785,9.74,1572,5717,4.394,1.057,1
1082,1.594745463,1.9561,11.77,1540,5934,4.491,0.893,1
1194,1.000747151,1.2003,159.36,1622,5472,4.499,0.79,1
1271,1.045622658,1.8269,1.37,1628,5569,4.546,0.887,1
1275,1.620467836,2.2166,1.37,1545,5936,4.501,0.965,1
1310,3.273698795,2.95283,21.77,3060,10816,4.086,2.493,1
1312,0.37946388,0.87748,82.88,3004,5075,3.892,1.783,1
1314,4.64946936,15.17,2.6,1726,6969,4.002,1.86,1
1316,3.988604981,1.8124,34.86,3145,4813,2.472,13.652,1
1320,2.785821693,3.4834,1.59,1785,6131,4.026,1.86,1
1322,1.353770439,6.74,387.97,4903,4283,2.012,15.76,1
1324,4.348869116,3.2793,2191.24,6365,3603,0.616,88.045,1
1335,0.817025832,3.2809,38.45,1782,5619,4.536,0.874,1
1350,0.856895103,1.2911,0.93,1881,6021,4.537,0.873,1
1361,1.023471461,2.258,7.5,1727,5741,4.491,0.893,1
1362,0.518727108,1.2397,14.11,1980,5568,4.584,0.773,1
1371,0.546248006,1.9894,42.88,1861,5416,4.597,0.728,1
1381,1.217266248,2.70043,14,2499,7003,4.15,1.617,1
1384,1.073918048,2.4508,40.81,1798,5967,4.478,0.961,1
1388,0.591914636,1.0184,20.91,1647,5120,4.659,0.654,1
1389,0.525154413,2.1278,27.05,2076,5582,4.497,0.846,1
1390,1.303861279,3.9358,55.2,1612,5758,4.475,0.902,1
1393,0.525426673,1.1357,1.54,2084,5800,4.567,0.816,1
1401,1.224866322,1.7027,1.19,1518,5573,4.558,0.827,1
1404,1.303862313,3.999,7.63,2512,6799,4.022,1.698,1
1406,1.022678821,1.3395,0.95,1593,5559,4.572,0.806,1
1414,1.187352514,2.77308,17.99,2236,6422,4.195,1.47,1
1418,2.897432016,3.1853,15.18,2170,5970,3.619,2.994,1
1423,1.092069141,1.8749,1.37,1610,5632,4.551,0.857,1
1425,1.613006597,2.728,1.47,1679,5580,4.223,1.205,1
1427,1.3437673,1.9096,18.74,2651,6324,3.8,2.312,1
1439,1.204273919,1.3828,1.17,1561,5665,4.554,0.843,1
1442,0.497930836,1.16739,74.64,1860,5286,4.604,0.706,1
1446,0.528755838,5.412,12.69,2500,6490,4.452,0.961,1
1463,0.730947203,4.331,55.63,1908,5887,4.559,0.837,1
1482,0.844786145,3.6072,30.95,1863,5705,4.452,0.915,1
1483,0.848483797,1.449,30.53,1906,5941,4.504,0.936,1
1491,0.974868926,1.5975,1.19,1614,5487,4.563,0.832,1
1494,1.914158243,3.993,47.76,1663,6343,4.411,1.137,1
1498,0.986622327,3.56,69.09,2309,6243,4.176,1.385,1
1501,3.629439847,5.5664,4.07,1525,6510,4.234,1.391,1
1502,0.553261976,0.8742,70.43,3688,5679,3.565,3.142,1
1509,2.682770587,2.9102,1.55,1551,6180,4.262,1.223,1
1512,0.677375164,1.8243,0.97,2173,5735,4.336,1.099,1
1519,0.635069958,2.09454,49.45,2320,6319,4.447,1.032,1
1535,0.445274732,2.2912,1.24,1968,5343,4.601,0.732,1
1536,0.689209786,1.611,1.29,1927,5676,4.529,0.918,1
1538,0.445277068,3.539,35.74,2562,6167,4.444,1.064,1
1539,0.933749229,6.4931,25,2131,6210,4.331,1.132,1
1540,2.03744503,3.505,1.2,1573,6253,4.415,1.015,1
1548,0.651784471,2.00909,42.15,2089,5555,4.375,1.061,1
1551,1.665784043,1.89772,41.43,1769,6263,4.332,1.123,1
1553,0.370528579,1.04983,33.63,2183,5505,4.586,0.776,1
1566,0.643794786,1.586,22,2006,5949,4.56,0.83,1
1582,0.796722273,2.5776,1.09,1971,6191,4.546,0.865,1
1593,2.698025195,5.6096,5.78,1632,6616,4.329,1.298,1
1601,1.17153645,1.5709,7.89,2387,7021,4.275,1.485,1
1602,0.973545221,2.2286,31.73,1813,6084,4.542,0.863,1
1609,0.783276166,1.6202,1.74,2079,6108,4.466,1.03,1
1620,2.739873777,4.10195,20.68,1672,6534,4.237,1.35,1
1623,0.782045732,1.82161,49.44,2069,6113,4.463,0.995,1
1624,0.576078731,1.65091,40.26,1982,5684,4.562,0.819,1
1640,1.06193405,3.3124,39.09,1663,5737,4.544,0.872,1
1644,0.655001786,1.8365,89.46,2430,6418,4.395,1.171,1
1648,0.530967162,3.3659,23.72,2704,6449,4.316,1.193,1
1653,1.061933205,3.243,12.47,1869,6122,4.471,0.996,1
1664,3.117088261,3.10811,89.69,1843,6338,3.973,2.046,1
1665,0.937406378,1.9515,7.09,1659,5480,4.529,0.843,1
1666,0.668483773,2.1274,39.76,1837,5543,4.568,0.813,1
1674,1.577800685,2.1628,41.95,1528,6088,4.547,0.816,1
1676,1.03109702,2.719,2.65,2066,6357,4.375,1.113,1
1699,0.52245818,0.7531,1.21,2318,5993,4.452,0.961,1
1704,1.634614126,2.677,16.75,1620,6124,4.46,0.978,1
1707,0.711966924,2.04467,25.16,1857,5486,4.47,0.83,1
1710,0.52205882,2.0998,26.74,2022,5359,4.478,0.878,1
1735,2.900601747,3.536,3.45,1663,6562,4.227,1.4,1
1739,1.544927303,1.0113,1.37,1822,6309,4.34,1.132,1
1743,0.858285844,1.799,0.9,2274,5945,4.196,1.346,1
1746,0.752159686,2.36986,46.98,2222,5916,4.296,1.175,1
1751,1.752566512,5.5175,37.76,1502,5739,4.433,0.996,1
1762,0.764020072,1.134,0.89,1596,5153,4.602,0.759,1
1775,0.567857136,0.9869,1.4,1714,5076,4.611,0.727,1
1779,0.833979462,2.558,31.63,1815,5747,4.53,0.871,1
1781,0.890737726,1.2675,1.79,2022,5687,4.293,1.169,1
1786,0.691664753,1.988,1.52,3047,5754,3.785,2.407,1
1792,0.624387437,1.944,29.4,1636,5211,4.644,0.618,1
1794,1.13752506,2.68813,42.93,1746,5912,4.467,0.937,1
1824,4.02379164,3.448,2.18,2504,7516,3.651,3.685,1
1828,1.336109106,1.7574,49.43,1731,6123,4.458,0.969,1
1865,0.669309686,1.6015,1.21,2079,5626,4.404,1.067,1
1866,4.494499367,1.9115,286.15,1587,5114,3.651,3.006,1
1869,1.227758835,2.70574,355.44,1857,6207,4.412,1.044,1
1871,2.279996661,5.2888,18.87,1999,6594,4.051,1.691,1
1874,2.144632852,3.9028,17.21,1736,6296,4.24,1.305,1
1876,1.152216939,2.2261,22.2,2694,7172,4.107,1.77,1
1877,0.971932981,2.05825,38.4,1755,5592,4.445,0.931,1
1890,1.157808145,3.7227,22.09,1580,5566,4.532,0.886,1
1914,2.929291638,6.7692,52.44,1618,6645,4.273,1.249,1
1919,0.705447974,2.7353,19.14,1877,5722,4.558,0.835,1
1924,0.520222741,1.2611,1.8,2149,5776,4.527,0.889,1
1928,0.840591182,1.389,0.65,1779,5440,4.438,0.885,1
1974,1.207852434,3.56338,36.27,1540,5601,4.533,0.797,1
1975,2.379281938,3.18312,26.36,1572,6392,4.399,1.162,1
1976,2.586877766,5.8692,19.35,1667,6812,4.343,1.172,1
1978,1.525924513,3.15825,50.63,1720,6190,4.425,1.059,1
1988,1.332566253,5.9834,27.07,1620,5995,4.536,0.878,1
1998,0.784511815,2.4876,42.39,1952,5997,4.522,0.904,1
2005,0.466743513,1.3935,54,2186,5787,4.553,0.851,1
2011,1.008916764,2.1344,36.11,1637,5708,4.578,0.795,1
2049,1.818937575,1.6354,1.94,1550,6153,4.487,0.962,1
2073,0.883778583,1.5761,1.12,1935,5975,4.453,0.949,1
2075,2.465026158,1.231,0.7,1558,6104,4.293,1.225,1
2079,1.340597468,1.6085,1.07,1692,5977,4.473,1.022,1
2081,2.364369015,3.2852,0.81,1723,6173,4.186,1.506,1
2083,0.959854615,2.025,1.4,2468,6061,4.025,1.653,1
2087,2.995405624,5.9999,174.72,2504,6086,3.422,4.28,1
2088,1.221202481,1.7882,1.09,1773,5874,4.378,0.997,1
2094,1.77244975,2.454,0.98,1641,6173,4.429,1.108,1
2098,0.592243681,1.3686,5.72,1549,4920,4.664,0.591,1
2108,0.364860524,1.568,0.7,1989,5220,4.622,0.642,1
2121,1.083736646,1.58181,40.38,1744,5619,4.381,0.946,1
2122,2.455698641,3.059,229.33,1890,5148,3.624,2.314,1
2124,0.938466832,1.271,1.48,1898,5902,4.439,0.989,1
2127,1.544928883,1.42784,13.67,2013,6308,4.188,1.444,1
2130,0.947732597,1.7494,52.74,2321,6302,4.183,1.269,1
2131,0.784031788,0.7882,1.66,1720,5463,4.575,0.83,1
2135,0.968025957,0.767,1.79,2169,6444,4.376,1.2,1
2136,1.179969427,2.0749,64.99,2654,5706,3.71,2.691,1
2140,1.480280588,2.429,0.98,1821,5897,4.25,1.259,1
2143,2.172587352,1.6442,91.32,1518,6038,4.34,0.971,1
2148,0.759765589,5.289,14.72,2117,6163,4.461,1.013,1
2158,0.921032135,2.5345,0.86,1762,5738,4.492,0.819,1
2160,1.50602176,2.394,1.13,1628,6065,4.454,0.896,1
2167,1.752559335,3.4038,1.48,1741,6221,4.333,1.18,1
2170,2.253553818,3.696,1.61,1782,6517,4.241,1.375,1
2172,2.439025374,1.1094,1.76,2150,7292,4.112,1.881,1
2193,1.332560652,5.97,33.28,2203,6784,4.26,1.404,1
2210,0.642348488,1.9874,71,3119,7102,4.171,1.626,1
2217,0.982090424,1.53155,50.81,1567,5472,4.573,0.742,1
2228,0.979445643,1.382,2.93,1558,5514,4.608,0.739,1
2233,1.334104616,3.13471,42.73,1880,6319,4.373,1.083,1
2237,0.870694618,1.2292,2.24,1875,5985,4.519,0.883,1
2244,0.589049232,2.26045,39.25,1961,5592,4.51,0.771,1
2253,1.519528579,5.2679,12.02,1653,6028,4.459,1.047,1
2264,1.219034458,2.1763,10.13,1861,5833,4.318,1.214,1
2269,1.412524065,5.4098,63.69,3001,8468,4.114,1.91,1
2273,1.546209726,7.862,0.7,1528,5688,4.476,0.998,1
2281,1.731079578,1.8109,56.49,1541,6045,4.494,0.955,1
2292,2.404553731,7.3689,2.74,1518,6412,4.44,1.04,1
2301,0.805259237,1.42239,52.12,2164,6258,4.399,1.039,1
2313,1.096587847,2.9531,25.6,1726,5869,4.513,0.942,1
2315,1.67832545,2.3339,1.7,1915,6277,4.211,1.378,1
2336,2.248288538,1.9958,2.55,1594,5192,4.004,1.593,1
2349,1.970342457,1.7381,3.35,1598,4883,3.972,1.667,1
2372,3.215106337,3.9026,2.69,1779,5779,3.817,2.142,1
2373,1.863904258,4.312,44.21,2040,6674,4.164,1.536,1
2388,0.538354308,1.4801,1.31,2233,5953,4.485,0.926,1
2396,2.707306716,3.4623,0.98,1508,6287,4.336,1.13,1
2453,2.11911715,4.18,1.44,2129,5844,3.804,2.49,1
2470,1.339670843,1.859,1.2,3464,9436,4.122,2.161,1
2475,1.194812487,1.369,1.41,1804,6192,4.474,0.973,1
2483,0.993488878,1.9775,18.86,1914,5811,4.328,0.998,1
2494,1.644224613,2.7822,0.83,1820,6475,4.375,1.178,1
2497,1.386801364,1.2886,1.89,1952,6419,4.321,1.188,1
2498,1.75148531,12.4,7.34,1806,6419,4.321,1.188,1
2503,1.907805199,1.8531,1.9,1859,5537,3.949,1.714,1
2516,1.22621732,2.1486,0.78,1769,6095,4.471,0.991,1
2527,1.063788673,1.0764,1.61,1652,5265,4.4,1.002,1
2535,0.934884242,1.4174,3.48,2081,4777,3.909,1.795,1
2549,1.120646436,1.7876,45.36,2780,4972,3.449,4.034,1
2584,2.757982666,2.2906,2.24,1553,6419,4.321,1.188,1
2585,3.635715289,2.1434,1.22,1580,6645,4.207,1.426,1
2593,1.664980038,1.264,2.56,1922,5792,4.058,1.567,1
2599,1.931559839,1.6283,2.55,1513,5642,4.31,1.05,1
2609,0.762129261,1.076,0.7,1792,5614,4.561,0.827,1
2611,1.525927019,3.035,58.34,2545,6640,3.884,2.099,1
2622,1.569066502,2.7835,1.4,1777,6343,4.411,1.137,1
2650,1.791408965,2.859,97.47,1578,6092,4.453,1.028,1
2652,1.543206604,2.6094,0.8,1535,6081,4.563,0.835,1
2657,2.05333679,2.3751,1.14,1859,6403,4.162,1.369,1
2660,1.254832199,2.3944,1.37,1776,6170,4.472,0.992,1
2663,0.693842855,1.5236,0.82,2135,5582,4.311,1.158,1
2675,2.63009352,11.284,21.37,1508,6328,4.374,1.118,1
2683,2.5081152,2.449,1.61,1558,6487,4.397,1.118,1
2684,0.992140132,1.504,1.32,2124,6487,4.397,1.118,1
2698,2.168452593,1.6611,3.11,1557,6153,4.382,1.109,1
2712,1.252752174,2.0755,1.39,1775,6231,4.488,0.955,1
2714,3.2136979,2.243,1.32,1613,6200,4.133,1.621,1
2715,0.571038518,1.042,1.38,1879,5203,4.508,0.865,1
2734,1.728536858,3.5402,5.58,2722,6153,3.597,3.279,1
2739,1.306984451,1.1735,10.73,1753,6102,4.457,1.026,1
2740,1.877358582,1.7304,1.59,1632,6363,4.444,1.035,1
2749,3.61461353,3.188,1.74,1655,5759,3.891,2.127,1
2783,0.941602954,1.0485,2.03,1607,5237,4.481,0.837,1
2819,1.205414363,1.574,6.85,2079,6293,4.241,1.229,1
2820,1.7103203,3.512,4.86,1620,6140,4.455,1.048,1
2826,0.813166719,1.4276,1.03,1613,5285,4.592,0.78,1
2827,1.99044283,3.522,1.57,1543,6208,4.462,1.009,1
2837,0.805260449,0.9753,1.95,2106,6244,4.457,1.017,1
2859,0.987337194,2.5413,1.24,2835,6256,3.842,2.196,1
2860,2.464164753,1.842,1.63,1709,5238,3.84,1.883,1
2863,1.811457322,5.171,2.99,1509,5700,4.382,1.008,1
2865,0.861641846,1.8172,1.02,1613,5506,4.596,0.688,1
2880,0.761963152,1.2596,1.04,1629,5290,4.604,0.746,1
2883,0.626281378,1.16,1.71,1708,4922,4.505,0.823,1
2900,2.97601188,3.499,2.08,1893,6208,3.898,2.088,1
2903,0.614083682,0.9846,2.78,2602,6517,4.349,1.278,1
2906,1.34146908,10.781,1.78,3016,7495,3.926,2.389,1
2910,1.44259224,3.0151,2.73,2700,7216,3.983,2.043,1
2911,2.629854102,6.429,96.28,1871,6888,4.181,1.562,1
2917,0.7698536,1.0276,0.91,1643,5178,4.556,0.818,1
2920,2.69791698,2.343,1.51,1512,5609,4.114,1.348,1
2962,1.204682693,0.672,1.66,1711,5780,4.438,1,1
2979,0.990516623,2.013,4.58,2844,5975,3.755,2.399,1
2987,1.078390352,1.2297,1.75,1665,5325,4.384,0.985,1
2993,1.151245221,1.3134,68.57,1757,6086,4.511,0.921,1
3026,0.759705948,1.1408,1.7,3834,8621,4.101,2.094,1
3031,2.032325072,1.718,1.91,1541,6156,4.443,1.05,1
3035,0.933743358,6.485,18.59,1642,5551,4.57,0.809,1
3040,0.495434183,1.2657,1.88,2154,5529,4.471,0.936,1
3042,1.169010265,1.1174,115.12,2289,6514,4.17,1.415,1
3050,0.872952353,1.4176,79.98,2744,7108,4.204,1.509,1
3054,0.577369579,1.0963,1.47,1768,5256,4.608,0.721,1
3056,2.493236011,2.115,6.42,2242,5002,3.344,4.131,1
3085,0.646745882,0.9863,1.56,2431,6308,4.353,1.153,1
3103,1.045494234,3.038,0.56,1894,6064,4.417,0.988,1
3106,0.912340414,0.931,1.05,1849,5893,4.505,0.941,1
3112,1.080698731,4.327,1.51,1565,5482,4.539,0.813,1
3115,3.70428172,3.281,1.15,1633,6728,4.153,1.484,1
3123,0.874629356,1.8848,0.72,1597,5099,4.491,0.832,1
3153,0.984940167,1.9543,0.84,1846,6060,4.509,0.925,1
3154,0.663085258,1.0691,1.48,1701,5166,4.583,0.791,1
3156,1.087491951,1.308,2.27,2542,6004,3.898,1.99,1
3157,1.183818354,1.384,0.92,1773,6014,4.459,0.992,1
3162,0.933752014,4.1042,1.49,2476,6443,4.146,1.457,1
3166,0.962838455,3.018,1.66,2576,6550,4.094,1.59,1
3176,1.96433239,2.533,1.71,1679,6277,4.346,1.169,1
3177,2.81042295,3.867,1.21,1602,5473,3.966,1.704,1
3178,0.968526023,1.2904,0.99,1823,5854,4.438,0.867,1
3179,0.759761659,4.844,20.97,2341,6434,4.375,1.17,1
3210,1.319678466,2.05,0.96,1807,6277,4.449,1.031,1
3222,1.867279621,7.6619,33.59,1562,6117,4.457,1.025,1
3236,0.826284195,0.9629,0.92,1584,5203,4.587,0.781,1
3239,0.512581211,1.5358,1.36,2005,5536,4.566,0.816,1
3256,0.664073806,1.1019,1.19,1710,5177,4.58,0.802,1
3258,0.755112492,2.827,0.85,1739,5453,4.563,0.821,1
3270,1.33255771,5.66,7.9,1728,5774,4.347,1.054,1
3271,2.622141695,4.624,1.64,1656,6407,4.247,1.342,1
3277,0.754458321,0.5656,1.49,1932,5883,4.53,0.892,1
3278,2.76122421,3.662,1.88,2016,6381,3.897,2.232,1
3293,0.328687092,0.8681,1.14,2314,5430,4.544,0.84,1
3300,1.68189002,3,0.98,1682,6214,4.398,1.035,1
3306,3.88151335,2.797,1.04,1510,6130,4.104,1.594,1
3314,0.79054037,1.0448,1.54,1501,4791,4.541,0.767,1
3316,0.532086349,4.058,15.38,1788,5271,4.636,0.698,1
3318,0.631795687,1.0144,1.25,2344,6508,4.476,0.967,1
3324,1.710276067,2.264,1.66,1523,5834,4.472,1.023,1
3334,1.11220931,1.238,0.74,1797,6046,4.486,0.972,1
3336,1.303576867,0.9976,1.66,1693,6045,4.494,0.955,1
3337,0.679336272,1.1783,1.25,1814,5596,4.587,0.778,1
3346,2.53573424,3.941,1.05,1539,5988,4.255,1.236,1
3348,1.116128999,1.3577,0.84,1565,5674,4.582,0.782,1
3358,2.87365187,1.2815,4.68,2867,8173,3.744,3.169,1
3361,1.716831717,2.1026,1.57,2124,5895,3.924,2.014,1
3367,1.257688763,0.8489,2.6,1520,5676,4.564,0.792,1
3371,0.84338011,1.4362,1.57,1540,4818,4.481,0.856,1
3378,0.568874427,1.2152,1.51,1801,5216,4.584,0.79,1
3387,3.097587634,4.6298,1.8,1830,6491,4.024,1.9,1
3393,1.110598243,1.281,1.21,1537,5227,4.463,0.867,1
3404,0.962867382,1.6247,1.48,1662,5693,4.574,0.802,1
3406,0.929906678,1.7428,1.44,2349,6437,4.248,1.335,1
3407,0.784513059,1.9163,155.69,10646,3853,0.892,78.869,1
3418,0.620740189,2.454,12.37,2951,6559,4.133,1.602,1
3419,0.587471324,2.3607,24.28,3438,5787,3.678,2.667,1
3420,0.934924347,2.0085,1.67,2659,6483,4.054,1.764,1
3432,0.558841307,0.7848,1.39,1795,5154,4.589,0.798,1
3434,0.526615575,1.057,0.83,2320,5714,4.368,1.076,1
3435,0.690405849,1.7395,1.13,1732,5204,4.515,0.786,1
3438,1.844860958,1.6744,1.04,1600,6143,4.403,1.004,1
3439,0.755102937,2.8931,0.72,2017,5999,4.494,0.959,1
3449,0.90503734,1.4139,1.1,2624,6223,4.01,1.763,1
3452,1.287629248,0.8542,0.81,1848,6112,4.367,1.09,1
3453,0.935118057,1.542,0.92,2021,6002,4.363,1.095,1
3454,1.341555127,1.7009,1.08,1967,5738,4.114,1.407,1
3456,0.665026916,1.7384,0.98,2070,5957,4.506,0.937,1
3464,0.498434479,0.9479,1.13,1686,4787,4.61,0.714,1
3466,2.75505684,3.444,1.66,1783,6257,4.063,1.748,1
3467,1.572174976,7.532,42.35,1827,6631,4.423,1.065,1
3468,1.28806193,3.908,0.78,1509,5693,4.574,0.802,1
3470,1.480324339,1.8102,1.5,1743,5996,4.342,1.081,1
3472,0.814280416,3.374,18.58,2573,6366,4.162,1.553,1
3473,0.643468765,1.0676,1.01,1999,5670,4.452,0.843,1
3474,0.878858001,1.0769,1.69,1865,5727,4.438,0.937,1
3477,1.00652733,1.429,1.02,1814,6089,4.527,0.889,1
3485,4.14245284,2.307,1.44,1756,6788,3.961,1.755,1
3488,1.714411487,3.406,1.2,2021,6335,4.101,1.449,1
3489,0.777664267,1.1768,1.12,1821,5758,4.558,0.817,1
3493,2.12823928,3.305,0.69,1678,5998,4.225,1.36,1
3496,0.703399706,0.8413,2.09,2013,5955,4.52,0.91,1
3497,2.53551524,7.392,3.87,1508,6237,4.387,1.165,1
3498,0.537410878,1.1613,1.01,2342,6108,4.471,0.997,1
3499,0.86811809,1.5469,1.8,2079,6173,4.429,1.108,1
3501,0.597933513,3.1244,29.04,2552,6528,4.384,1.155,1
3507,1.877882748,2.327,0.81,1714,6324,4.338,1.133,1
3510,0.59608829,0.8283,2.1,2965,6049,3.997,1.827,1
3512,0.661744986,4.074,6.22,2457,6392,4.366,1.23,1
3515,0.698461548,0.7866,0.73,1566,5143,4.638,0.624,1
3516,0.475067834,0.8565,1.07,2369,6045,4.494,0.955,1
3519,0.634002937,0.9237,1.45,1718,5238,4.603,0.752,1
3520,1.796825165,7.829,4.54,2395,7592,4.159,1.714,1
3525,0.933747037,6.647,3.65,1597,5397,4.579,0.819,1
3527,0.764171953,5.48,8.04,2255,6343,4.411,1.137,1
3534,0.571939415,0.9005,0.64,1990,5827,4.593,0.761,1
3536,1.791876873,1.216,1.25,2077,6085,3.981,1.815,1
3556,1.114314017,2.12,1.11,1634,5770,4.552,0.853,1
3558,1.239355549,1.431,1.11,1553,5485,4.49,0.906,1
3559,0.675649486,1.9035,1.44,2086,5966,4.493,0.961,1
3561,0.755110091,4.554,3.94,1997,5780,4.438,1,1
3566,0.474628891,1.0146,1.42,1837,4904,4.527,0.786,1
3572,1.8685622,1.0882,1.52,1558,6064,4.432,1.015,1
3574,1.70335936,1.928,0.87,1522,6022,4.503,0.9,1
3576,1.311555568,2.025,1.26,1656,5926,4.501,0.963,1
3577,1.29123275,1.876,0.87,1839,6341,4.446,1.033,1
3587,0.352515963,1.0469,1.02,2202,5461,4.589,0.769,1
3588,0.299697768,0.7128,1.5,2245,5180,4.547,0.782,1
3592,0.339070045,1.088,1.58,3648,5653,3.846,2.183,1
3593,0.740928422,1.1202,1.32,1873,5618,4.494,0.874,1
3594,0.451791743,1.6227,33.14,2754,6478,4.394,1.124,1
3600,0.881841146,1.3051,1.28,1565,5260,4.587,0.778,1
3601,1.56858518,17.43,29.78,1692,6248,4.442,1.002,1
3602,0.623442252,1.4154,308.92,3222,5385,3.639,2.871,1
3605,2.02312667,1.3104,0.9,1620,6338,4.401,1.075,1
3607,0.495072385,1.0759,1.6,1820,5072,4.589,0.761,1
3609,1.077466956,1.4869,1.79,2151,6327,4.276,1.259,1
3611,0.584310405,2.1604,26.37,2052,5783,4.539,0.88,1
3620,1.146936758,1.734,1.45,1555,5423,4.502,0.862,1
3621,1.245351503,2.126,1.49,1705,5982,4.493,0.96,1
3622,0.773591619,1.864,0.8,1891,5747,4.508,0.907,1
3625,0.873227825,0.7873,1.9,2202,6324,4.356,1.147,1
3629,0.306937507,0.461,0.95,2147,5088,4.58,0.741,1
3630,0.730941639,2.919,1.48,2192,6143,4.418,1.067,1
3631,0.515552336,1.799,5.07,1805,5068,4.556,0.73,1
3636,0.497581446,1.299,0.8,1801,5271,4.634,0.63,1
